attempts_per_size = 200
vertex_step = 1
max_size = 101
d = 10
starting_vertices = d+1

(100, 0.98)
(150, 0.99)
(200, 0.99)
(250, 0.965)
(300, 0.94)
(350, 0.97)
(400, 0.955)
(450, 0.96)
(500, 0.955)
(550, 0.93)
(600, 0.94)
(650, 0.905)
(700, 0.93)
(750, 0.935)
(800, 0.94)
(850, 0.925)
(900, 0.935)
(950, 0.9)
(1000, 0.895)
(1050, 0.91)
(1100, 0.91)
(1150, 0.94)
(1200, 0.91)
(1250, 0.895)
(1300, 0.87)
(1350, 0.915)
(1400, 0.905)
(1450, 0.915)
(1500, 0.88)
(1550, 0.895)
(1600, 0.905)
(1650, 0.885)
(1700, 0.865)
(1750, 0.865)
(1800, 0.865)
(1850, 0.895)
(1900, 0.86)
(1950, 0.885)
(2000, 0.895)
(2050, 0.89)
(2100, 0.89)
(2150, 0.92)
(2200, 0.91)
(2250, 0.885)
(2300, 0.9)
(2350, 0.865)

---------------------
attempts_per_size = 1000
vertex_step = 50
max_size = 2001
d = 5
starting_vertices = 100

                    (100, 0.945)
                    (150, 0.919)
                    (200, 0.896)
                    (250, 0.884)
                    (300, 0.895)
                    (350, 0.886)
                    (400, 0.863)
                    (450, 0.855)
                    (500, 0.876)
                    (550, 0.878)
                    (600, 0.849)
                    (650, 0.866)
                    (700, 0.862)
                    (750, 0.857)
                    (800, 0.835)
                    (850, 0.858)
                    (900, 0.836)
                    (950, 0.844)
                    (1000, 0.854)
                    (1050, 0.837)
                    (1100, 0.857)
                    (1150, 0.82)
                    (1200, 0.825)
                    (1250, 0.83)
                    (1300, 0.836)
                    (1350, 0.839)
                    (1400, 0.818)
                    (1450, 0.848)
                    (1500, 0.834)
                    (1550, 0.812)
                    (1600, 0.824)
                    (1650, 0.838)
                    (1700, 0.797)
                    (1750, 0.815)
                    (1800, 0.808)
                    (1850, 0.809)
                    (1900, 0.812)
                    (1950, 0.804)
                    (2000, 0.826)

(2000, 0.83)
(3000, 0.797)
(4000, 0.794)
(5000, 0.772)
(6000, 0.763)
(7000, 0.799)
(8000, 0.754)
(9000, 0.801)
(10000, 0.758)

(10000, 0.753)
(20000, 0.749)
(30000, 0.761)
(40000, 0.724)
(50000, 0.734)
(60000, 0.729)
